Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
443,27667562,11,4710,1350,23,428.1818181818,537.4727561806,1350,27,386.7692307692,556.0193572539,351.9645135339,0.8674418078,1202937.47826087,3960507.72741863,14937481,4,27605029,2760502.9,5794287.18254998,14937481,61,27627866,2302322.16666667,5372984.51009179,15000207,4,220,272,0.3975774953,0.4698643126,23,1350,443.52,557.7044557828,311034.26,0,0,0,462.0,4710,-1,-1,10,20,104246.5,145844,62649,13698268.0,14937481,12459055,Normal Traffic
53,24367,2,66,33,33,33.0,0.0,129,129,129.0,0.0,13296.67173,164.1564411,8122.333333,14062.23184,24360,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,40,82.07822054,82.07822054,33,129,71.4,52.58136552,2764.8,0,0,0,89.25,66,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,270,2,56,28,28,28.0,0.0,284,284,284.0,0.0,2311111.111,14814.81481,90.0,148.9563695,262,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,7407.407407,7407.407407,28,284,130.4,140.2169747,19660.8,0,0,0,163.0,56,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,167,2,64,32,32,32.0,0.0,48,48,48.0,0.0,958083.832335329,23952.0958083832,55.6666666667,57.4920284329,117,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,64,64,11976.0479041916,11976.0479041916,32,48,38.4,8.7635609201,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,5005956,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.799048174,1668652.0,2889453.075,5005105,95,5005956,2502978.0,3538541.938,5005105,851,0,0.0,0.0,0,0,104,40,0.59928613,0.199762043,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
443,117152132,18,2555,1095,0,141.9444444,300.4983062,1430,0,291.0,494.2282424,69.00429264,0.315828653,3254225.889,13500000.0,58400000,1,117000000,6891301.882,19300000.0,58500000,53,117000000,6495461.667,18900000.0,58500000,1,372,392,0.153646372,0.162182281,0,1430,212.7368421,408.8096553,167125.3343,0,1,0,218.4864865,2555,8192,390,17,20,234508.0,240193,228823,58200000.0,58400000,58000000,Normal Traffic
80,440912,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.072105091,146970.6667,181344.8687,349652,65,440912,220456.0,182710.7354,349652,91260,0,0.0,0.0,0,0,104,40,6.804078818,2.268026273,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,26847,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,253,2,88,44,44,44.0,0.0,101,101,101.0,0.0,1146245.059,15810.27668,84.33333333,103.4037395,201,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,40,40,7905.13834,7905.13834,44,101,66.8,31.22018578,974.7,0,0,0,83.5,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,28163,3,26,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,412846.6428,248.5530661,4693.833333,9122.660345,22997,36,4935,2467.5,2837.619513,4474,461,28069,9356.333333,12042.88675,22997,195,72,92,106.5227426,142.0303235,0,10135,1453.375,3544.652026,12600000.0,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,35536,4,49,31,6,12.25,12.5,6,6,6.0,0.0,1547.726249,140.7023863,8884.0,17326.45805,34871,43,665,221.6666667,305.1398586,574,43,0,0.0,0.0,0,0,80,20,112.561909,28.14047726,6,31,10.16666667,10.20620726,104.1666667,0,0,1,12.2,49,258,0,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,165,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12121.2121212121,165.0,0.0,165,165,165,165.0,0.0,165,165,0,0.0,0.0,0,0,64,0,12121.2121212121,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,355,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,85644243,7,357,351,0,51.0,132.3064624,4344,0,1656.428571,1547.737688,139.5540387,0.163466913,6588018.692,23700000.0,85500000,1,85500000,14200000.0,34900000.0,85500000,1,167639,27939.83333,61609.52426,153187,14,220,232,0.081733456,0.081733456,0,4344,796.8,1314.184277,1727080.314,0,0,1,853.7142857,357,251,235,2,20,1002.0,1002,1002,85500000.0,85500000,85500000,DoS
10616,58,1,0,0,0,0.0,0.0,6,6,6.0,0.0,103448.2759,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,17241.37931,17241.37931,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
443,66439684,36,1961,372,0,54.47222222,118.6474938,1679,0,869.3589744,625.9283836,539.8279739,1.128843418,897833.5676,2577755.324,10000000,2,60400000,1725099.857,3552757.84,10300000,48,66200000,1741155.158,3686614.106,12300000,2,788,804,0.541844841,0.586998578,0,1679,471.9210526,611.4147477,373827.9937,0,1,0,478.2133333,1961,29200,156,31,20,1761690.5,7189437,275144,9311589.5,10000000,5784152,Normal Traffic
52145,3,2,37,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,0,1,34.0,37,110,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5017,6,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1195.933825,1003.4,2239.757643,5010,1,5017,1003.4,2239.757643,5010,1,0,0.0,0.0,0,0,192,0,1195.933825,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,251,-1,0,32,0.0,0,0,0.0,0,0,DoS
80,81289276,8,56,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,143.4752599,0.159922694,6774106.333,19600000.0,68100000,4,80200000,11500000.0,25400000.0,68100000,87,1103157,275789.25,550863.9751,1102085,4,172,112,0.098413965,0.061508728,0,7215,833.5,2175.302587,4731941.346,0,0,1,897.6153846,56,256,229,6,20,1083.0,1083,1083,40100000.0,68100000,12100000,DDoS
80,178942,3,26,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,64976.36106,50.29562652,22367.75,56145.52957,160512,47,17869,8934.5,12184.15695,17550,319,178839,35767.8,70153.25505,160512,47,72,132,16.76520884,33.53041768,0,4380,1162.7,1645.241762,2706820.456,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,5894424,3,12,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.0358223297,0.6786074432,1964808.0,3374299.41742267,5861066,43,5894424,2947212.0,4120811.84557509,5861066,33358,0,0.0,0.0,0,0,72,32,0.5089555824,0.1696518608,0,6,2.4,3.286335345,10.8,0,1,0,3.0,12,8192,29200,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,95663,1,58,58,58,58.0,0.0,281,281,281.0,0.0,3543.689828,20.90672465,95663.0,0.0,95663,95663,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,32,10.45336232,10.45336232,58,281,132.3333333,128.74911,16576.33333,0,0,0,198.5,58,-1,-1,0,40,0.0,0,0,0.0,0,0,Normal Traffic
53,90839,4,132,33,33,33.0,0.0,129,129,129.0,0.0,4293.310142,66.05092526,18167.8,27083.98627,60574,3,30261,10087.0,17465.13433,30254,3,4,4.0,0.0,4,4,80,64,44.03395018,22.01697509,33,129,60.42857143,46.8432035,2194.285714,0,0,0,70.5,132,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,47680,4,148,37,37,37.0,0.0,135,135,135.0,0.0,14429.5302,167.7852349,6811.428571,17820.14574,47223,0,47491,15830.33333,27416.3436,47488,0,47419,15806.33333,27371.31024,47412,3,80,80,83.89261745,83.89261745,37,135,80.55555556,51.65053512,2667.777778,0,0,0,90.625,148,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,222,2,94,47,47,47.0,0.0,175,175,175.0,0.0,2000000.0,18018.01802,74.0,85.29361055,169,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,40,40,9009.009009,9009.009009,47,175,98.2,70.10848736,4915.2,0,0,0,122.75,94,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,11527,2,12,6,6,6.0,0.0,0,0,0.0,0.0,1041.034094,173.5056823,11527.0,0.0,11527,11527,11527,11527.0,0.0,11527,11527,0,0.0,0.0,0,0,40,0,173.5056823,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,63891,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,123241,2,90,45,45,45.0,0.0,129,129,129.0,0.0,2823.735607,32.45673112,41080.33333,71150.62646,123238,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,64,64,16.22836556,16.22836556,45,129,78.6,46.00869483,2116.8,0,0,0,98.25,90,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
58217,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,5114,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,23726,2,90,45,45,45.0,0.0,73,73,73.0,0.0,9946.893703,168.5914187,7908.666667,13654.92894,23676,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,64,40,84.29570935,84.29570935,45,73,56.2,15.33623161,235.2,0,0,0,70.25,90,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23579,1,52,52,52,52.0,0.0,68,68,68.0,0.0,5089.2743542983,84.8212392383,23579.0,0.0,23579,23579,0,0.0,0.0,0,0,0,0.0,0.0,0,0,44,44,42.4106196192,42.4106196192,52,68,57.3333333333,9.237604307,85.3333333333,0,0,0,86.0,52,-1,-1,0,44,0.0,0,0,0.0,0,0,Normal Traffic
53,127185,1,53,53,53,53.0,0.0,116,116,116.0,0.0,1328.773047,15.72512482,127185.0,0.0,127185,127185,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,7.862562409,7.862562409,53,116,74.0,36.37306696,1323.0,0,0,0,111.0,53,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,235,2,66,33,33,33.0,0.0,267,267,267.0,0.0,2553191.489,17021.2766,78.33333333,130.4849928,229,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,40,40,8510.638298,8510.638298,33,267,126.6,128.1670785,16426.8,0,0,0,158.25,66,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,6931841,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.462283685,0.577047281,2310613.667,3999497.276,6928835,3,6931841,2310613.667,3999497.276,6928835,3,0,0.0,0.0,0,0,80,0,0.577047281,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,3006.0,3006,3006,6928835.0,6928835,6928835,DDoS
80,10035675,4,1715,1703,0,428.75,849.5047086,633,0,161.25,314.5127183,235.1610629,0.797156145,1433667.857,3776242.508,9997365,43,38310,12770.0,9448.559626,19927,2060,10000000,3339810.667,5765654.008,9997408,2984,100,92,0.398578073,0.398578073,0,1703,262.2222222,579.0290964,335274.6944,0,1,0,295.0,1715,29200,255,3,20,0.0,0,0,0.0,0,0,Normal Traffic
443,119489283,19,2458,1848,0,129.3684211,432.5620329,277,0,23.83333333,72.60226054,24.16116264,0.309651201,3319146.75,4628733.037,10100000,3,119000000,6638293.5,4592000.959,10100000,3,114000000,6684230.471,4759184.463,10100000,4,392,504,0.159010076,0.150641125,0,1848,75.97368421,310.4688248,96390.89118,0,1,0,78.02702703,2458,8192,1129,15,20,267530.9167,2952473,23015,9689909.083,10100000,5834121,Normal Traffic
53,176293,1,46,46,46,46.0,0.0,127,127,127.0,0.0,981.3208692,11.34474993,176293.0,0.0,176293,176293,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,5.672374967,5.672374967,46,127,73.0,46.7653718,2187.0,0,0,0,109.5,46,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,108,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18518.5185185185,108.0,0.0,108,108,108,108.0,0.0,108,108,0,0.0,0.0,0,0,64,0,18518.5185185185,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,263,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,95234553,3,154,64,44,51.33333333,11.01514109,305,110,186.6666667,103.9631345,7.49727885,0.063002343,19000000.0,26200000.0,52300000,23321,95100000,47600000.0,6677417.931,52300000,42900000,95200000,47600000.0,6714635.082,52400000,42900000,92,80,0.031501172,0.031501172,44,305,111.1428571,93.02764566,8654.142857,0,0,0,129.6666667,154,-1,-1,2,20,27074.0,30827,23321,47500000.0,52300000,42800000,Normal Traffic
80,60831,3,430,430,0,143.3333333,248.2606158,2266,0,566.5,1133.0,44319.50815,115.0729069,10138.5,14881.98075,29401,5,30219,15109.5,20161.73565,29366,853,31548,10516.0,17175.98996,30337,5,104,136,49.3169601,65.7559468,0,2266,337.0,793.8247378,630157.7143,0,1,0,385.1428571,430,29200,235,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23277,1,51,51,51,51.0,0.0,112,112,112.0,0.0,7002.620613,85.92172531,23277.0,0.0,23277,23277,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,42.96086265,42.96086265,51,112,71.33333333,35.21836642,1240.333333,0,0,0,107.0,51,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,5670022,8,394,213,0,49.25,78.32669678,1992,0,743.2,922.568805,724.8649123,2.292760063,472501.8333,1538736.758,5355537,3,5670022,810003.1429,2006002.311,5355537,3,86548,21637.0,25060.49813,52348,50,172,112,1.41092927,0.881830794,0,1992,293.5714286,621.5387499,386310.4176,0,1,0,316.1538462,394,8192,119,7,20,314482.0,314482,314482,5355537.0,5355537,5355537,Normal Traffic
7627,31,1,2,2,2,2.0,0.0,6,6,6.0,0.0,258064.5161,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,32258.06452,32258.06452,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
80,116128047,19,676,293,0,35.5789473684,90.7336246563,384,0,72.375,154.6164609607,15.7929117675,0.3013914459,3415530.79411765,4677442.4930049,10029325,29,116128047,6451558.16666667,4707313.63335062,10062593,190,111421226,7428081.73333333,4448434.88246745,10062261,325,404,464,0.1636124992,0.1377789467,0,384,50.9444444444,122.0315988222,14891.7111111111,0,1,0,52.4,676,8192,980,17,20,146314.181818182,1267749,32936,9981769.09090909,10029325,9655735,Normal Traffic
53,204950,1,43,43,43,43.0,0.0,137,137,137.0,0.0,878.262991,9.758477677,204950.0,0.0,204950,204950,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,4.879238839,4.879238839,43,137,74.33333333,54.2709253,2945.333333,0,0,0,111.5,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,154,2,84,42,42,42.0,0.0,58,58,58.0,0.0,1298701.299,25974.02597,51.33333333,82.85127237,147,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,12987.01299,12987.01299,42,58,48.4,8.76356092,76.8,0,0,0,60.5,84,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,88204,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34.01206294,44102.0,3655.742059,46687,41517,88204,44102.0,3655.742059,46687,41517,0,0.0,0.0,0,0,96,0,34.01206294,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,470,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,135444,4,124,31,31,31.0,0.0,120,120,120.0,0.0,2687.457547,44.29875078,27088.8,37103.04191,69982,3,65459,21819.66667,37747.74436,65407,4,3,3.0,0.0,3,3,80,40,29.53250052,14.76625026,31,120,56.42857143,43.42755325,1885.952381,0,0,0,65.83333333,124,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,177,2,84,42,42,42.0,0.0,102,102,102.0,0.0,1627118.644,22598.87006,59.0,96.99484522,171,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,11299.43503,11299.43503,42,102,66.0,32.86335345,1080.0,0,0,0,82.5,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,61399,1,58,58,58,58.0,0.0,167,167,167.0,0.0,3664.554797,32.57382042,61399.0,0.0,61399,61399,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,16.28691021,16.28691021,58,167,94.33333333,62.93117934,3960.333333,0,0,0,141.5,58,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
55370,36,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,27777.77778,27777.77778,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,50302,1,42,42,42,42.0,0.0,70,70,70.0,0.0,2226.551628,39.7598505,50302.0,0.0,50302,50302,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,19.87992525,19.87992525,42,70,51.33333333,16.16580754,261.3333333,0,0,0,77.0,42,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,6118257,23,6554,1131,0,284.9565217,490.8197668,2696,0,1052.903226,847.4026337,6406.072841,8.826043103,115438.8113,325861.6574,2008234,0,4110023,186819.2273,265372.7175,1042155,149,5885792,196193.0667,443067.9666,2051809,2,744,1008,3.759240581,5.066802522,0,2696,712.6181818,806.7611857,650863.6108,0,1,0,725.8148148,6554,29200,232,6,32,0.0,0,0,0.0,0,0,Normal Traffic
52972,200,3,37,37,0,12.3333333333,21.36195996,0,0,0.0,0.0,185000.0,15000.0,100.0,135.7645019878,196,4,200,100.0,135.7645019878,196,4,0,0.0,0.0,0,0,96,0,15000.0,0.0,0,37,9.25,18.5,342.25,0,0,1,12.3333333333,37,117,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
32775,102,2,4,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,34.0,24.24871131,48,6,48,48.0,0.0,48,48,48,48.0,0.0,48,48,48,40,19607.84314,19607.84314,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,5622,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,355.7452864,5622.0,0.0,5622,5622,5622,5622.0,0.0,5622,5622,0,0.0,0.0,0,0,64,0,355.7452864,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,264,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,422056,1,49,49,49,49.0,0.0,87,87,87.0,0.0,322.2321209,4.73870766,422056.0,0.0,422056,422056,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2.36935383,2.36935383,49,87,61.66666667,21.93931023,481.3333333,0,0,0,92.5,49,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,38,2,12,6,6,6.0,0.0,0,0,0.0,0.0,315789.4737,52631.57895,38.0,0.0,38,38,38,38.0,0.0,38,38,0,0.0,0.0,0,0,40,0,52631.57895,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,63175,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,3240942,5,30,6,6,6.0,0.0,0,0,0.0,0.0,9.256567998,1.542761333,810235.5,1618379.872,3237805,218,3240942,810235.5,1618379.872,3237805,218,0,0.0,0.0,0,0,100,0,1.542761333,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
50268,4,2,12,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,372,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,52166892,13,2137,517,0,164.3846154,237.1495795,1077,0,249.2857143,450.9600747,107.8653488,0.517569649,2006418.923,3815032.605,10000000,3,42200000,3518400.917,4493745.887,10000000,110,52100000,4010968.462,4694191.126,10100000,3,272,328,0.249200202,0.268369448,0,1077,200.9642857,355.3347386,126262.7765,0,1,0,208.4074074,2137,8192,262,12,20,59500.83333,132012,24271,8634980.667,10000000,5690172,Normal Traffic
54009,122,3,18,6,6,6.0,0.0,6,6,6.0,0.0,245901.6393,40983.60656,30.5,10.75484387,45,19,122,61.0,18.38477631,74,48,48,48.0,0.0,48,48,60,40,24590.16393,16393.44262,6,6,6.0,0.0,0.0,0,0,1,7.2,18,2050,0,2,20,0.0,0,0,0.0,0,0,Normal Traffic
47456,73,3,31,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,424657.534246575,41095.8904109589,36.5,50.2045814642,72,1,73,36.5,50.2045814642,72,1,0,0.0,0.0,0,0,96,0,41095.8904109589,0.0,0,31,7.75,15.5,240.25,0,0,1,10.3333333333,31,63,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30902,2,82,41,41,41.0,0.0,127,127,127.0,0.0,10873.0826483723,129.4414600997,10300.6666666667,17837.813944913,30898,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,88,64,64.7207300498,64.7207300498,41,127,75.4,47.1041399454,2218.8,0,0,0,94.25,82,-1,-1,1,44,0.0,0,0,0.0,0,0,Normal Traffic
53,61724,1,54,54,54,54.0,0.0,215,215,215.0,0.0,4358.1102974532,32.4023070443,61724.0,0.0,61724,61724,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,16.2011535221,16.2011535221,54,215,107.6666666667,92.9533933395,8640.3333333333,0,0,0,161.5,54,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,238,2,68,34,34,34.0,0.0,242,242,242.0,0.0,2319327.731,16806.72269,79.33333333,96.4226806,188,4,4,4.0,0.0,4,4,46,46.0,0.0,46,46,64,64,8403.361345,8403.361345,34,242,117.2,113.926292,12979.2,0,0,0,146.5,68,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,37457,1,64,64,64,64.0,0.0,192,192,192.0,0.0,6834.5035640868,53.3945590944,37457.0,0.0,37457,37457,0,0.0,0.0,0,0,0,0.0,0.0,0,0,44,44,26.6972795472,26.6972795472,64,192,106.6666666667,73.9008344563,5461.3333333333,0,0,0,160.0,64,-1,-1,0,44,0.0,0,0,0.0,0,0,Normal Traffic
53,245,2,136,68,68,68.0,0.0,196,196,196.0,0.0,2155102.04081633,16326.5306122449,81.6666666667,98.1648273738,192,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,64,64,8163.2653061225,8163.2653061225,68,196,119.2,70.1084873607,4915.2,0,0,0,149.0,136,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,10450712,9,931,357,0,103.4444444444,153.7409437261,1794,0,587.8571428571,689.895628354,876.5909920779,2.2008069881,475032.363636364,2105680.89010988,9900553,1,550159,68769.875,52899.939506953,118931,244,10340152,795396.307692308,2736472.21909598,9900554,2,192,288,0.8611853432,1.3396216449,0,1794,381.7083333333,582.8736516953,339741.69384058,0,1,0,398.3043478261,931,8192,5281,8,20,0.0,0,0,0.0,0,0,Normal Traffic
80,84967297,7,339,339,0,48.42857143,128.1299564,4344,0,1656.428571,1757.579003,140.4540385,0.164769276,6535945.923,23500000.0,84800000,2,84800000,14100000.0,34600000.0,84800000,2,144769,24128.16667,53639.82968,133257,48,232,232,0.082384638,0.082384638,0,4344,795.6,1423.301584,2025787.4,0,0,1,852.4285714,339,251,235,1,32,756.0,756,756,84800000.0,84800000,84800000,DoS
53,61326,4,128,32,32,32.0,0.0,190,190,190.0,0.0,8283.599126,97.83778495,12265.2,16791.24786,31015,4,30307,10102.33333,17490.82641,30299,4,4,4.0,0.0,4,4,128,64,65.22518997,32.61259498,32,190,77.14285714,77.09610576,5943.809524,0,0,0,90.0,128,-1,-1,3,32,0.0,0,0,0.0,0,0,Normal Traffic
38241,15,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,66666.66667,66666.66667,0,0,0.0,0.0,0.0,0,0,1,0.0,0,2081,253,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,60472160,12,424,424,0,35.33333333,122.3982571,2225,0,676.0714286,833.6725482,163.5297962,0.429949914,2418886.4,4358302.854,10000000,5,50400000,4582575.455,5243935.392,10100000,244,60400000,4647770.385,5215681.748,10100000,47,392,456,0.198438422,0.231511492,0,2225,366.2592593,679.1392512,461230.1225,0,1,0,380.3461538,424,29200,118,1,32,62981.8,110427,50992,10000000.0,10000000,9997567,Normal Traffic
53109,852,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2347.41784,852.0,0.0,852,852,852,852.0,0.0,852,852,0,0.0,0.0,0,0,64,0,2347.41784,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,5216,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,2756928,2,6,6,0,3.0,4.2426406871,6,0,3.0,4.2426406871,4.3526707988,1.4508902663,918976.0,1548050.35659019,2706273,89,50655,50655.0,0.0,50655,50655,2706362,2706362.0,0.0,2706362,2706362,52,52,0.7254451331,0.7254451331,0,6,2.4,3.286335345,10.8,0,1,0,3.0,6,8192,106,1,20,0.0,0,0,0.0,0,0,Normal Traffic
51398,9102249,1,6,6,6,6.0,0.0,6,6,6.0,0.0,3.95506649,0.659177748,1820449.8,4064221.364,9090748,0,0,0.0,0.0,0,0,9097776,2274444.0,4544203.872,9090748,0,20,100,0.109862958,0.54931479,6,6,6.0,0.0,0.0,0,0,1,7.0,6,229,0,0,20,11501.0,11501,11501,9090748.0,9090748,9090748,Normal Traffic
45678,120,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16666.66667,120.0,0.0,120,120,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,8333.333333,8333.333333,0,0,0.0,0.0,0.0,0,0,1,0.0,0,114,229,0,32,0.0,0,0,0.0,0,0,Normal Traffic
